id,slug,title,domain_slug,domain_title,pack_slug,pack_title,path,sha256
PLC-289,regional-compliance-adaptation,Regional Compliance Adaptation,19-internationalization-localization,Internationalization and Localization,localization-operations,Localization Operations,skills/19-internationalization-localization/localization-operations/regional-compliance-adaptation/SKILL.md,b216281af8c18eaf9bff92d47a5b0c56a40213c6c8fc14be0f283ac0e815241a
PLC-290,support-channel-design,Support Channel Design,20-support-customer-operations,Support and Customer Operations,support-design,Support Design,skills/20-support-customer-operations/support-design/support-channel-design/SKILL.md,703ba75d8906b6ba51db5701ad1e97cace3e82dbf196885887dc4c95a866cded
PLC-291,support-service-levels,Support Service Levels,20-support-customer-operations,Support and Customer Operations,support-design,Support Design,skills/20-support-customer-operations/support-design/support-service-levels/SKILL.md,cff4da80050a4fa8bc9378f2d2db0c9b6817c8ec2e1e8f4891171072ec33ad04
PLC-292,self-service-knowledge,Self Service Knowledge,20-support-customer-operations,Support and Customer Operations,support-design,Support Design,skills/20-support-customer-operations/support-design/self-service-knowledge/SKILL.md,3f8e27d6b2539fc98a45e030de92aa94c4904b755b75e6b16e4f4a540fdf693c
PLC-293,escalation-design,Escalation Design,20-support-customer-operations,Support and Customer Operations,support-design,Support Design,skills/20-support-customer-operations/support-design/escalation-design/SKILL.md,7a2737d5049c9a352fa3f109d2b7d5e4dea0ac193ee4c619b5a4e3ccb3261b65
PLC-294,case-lifecycle-management,Case Lifecycle Management,20-support-customer-operations,Support and Customer Operations,case-operations,Case Operations,skills/20-support-customer-operations/case-operations/case-lifecycle-management/SKILL.md,64e291501a35dba8c6e105680fe1aafdaa0ab1edfabd959a984779594f63dbaf
PLC-295,queue-and-workforce-management,Queue and Workforce Management,20-support-customer-operations,Support and Customer Operations,case-operations,Case Operations,skills/20-support-customer-operations/case-operations/queue-and-workforce-management/SKILL.md,384387f042c0a3b460359eccb5f58af15c36d4ddfc2518d36e37af3ac59988c2
PLC-296,customer-communication,Customer Communication,20-support-customer-operations,Support and Customer Operations,case-operations,Case Operations,skills/20-support-customer-operations/case-operations/customer-communication/SKILL.md,e6fc9b49a18e92d559ab200d41a62c28eab088ecc2ed5c594a3981369835076f
PLC-297,feedback-capture,Feedback Capture,20-support-customer-operations,Support and Customer Operations,voice-of-customer,Voice of Customer,skills/20-support-customer-operations/voice-of-customer/feedback-capture/SKILL.md,f623572147476b341703cd53e11ee21b2e3c0247956f9e9c288322141c2be8c1
PLC-298,feedback-taxonomy,Feedback Taxonomy,20-support-customer-operations,Support and Customer Operations,voice-of-customer,Voice of Customer,skills/20-support-customer-operations/voice-of-customer/feedback-taxonomy/SKILL.md,78fc3bbb00990a0c56fe0eb6062b391e5c934b49532c07e5514fb42d2fce96bc
PLC-299,closed-loop-feedback,Closed Loop Feedback,20-support-customer-operations,Support and Customer Operations,voice-of-customer,Voice of Customer,skills/20-support-customer-operations/voice-of-customer/closed-loop-feedback/SKILL.md,b598aec0d9ce937a9a5d813b1eb3cd5055ace7f8f2d6485e4dfb0963fd20961a
PLC-300,cost-allocation,Cost Allocation,21-cost-sustainability-efficiency,"Cost, Sustainability and Operational Efficiency",finops,FinOps,skills/21-cost-sustainability-efficiency/finops/cost-allocation/SKILL.md,23e73c243329591e7e6a2914cca28736b0b70f4fc072a187b56afb3ae3f96998
PLC-301,unit-cost-modeling,Unit Cost Modeling,21-cost-sustainability-efficiency,"Cost, Sustainability and Operational Efficiency",finops,FinOps,skills/21-cost-sustainability-efficiency/finops/unit-cost-modeling/SKILL.md,b11e18b503228ea85ecf8ea93198fb6a50f63c7ec2ef10badb214f1001a612ff
PLC-302,budget-forecasting,Budget Forecasting,21-cost-sustainability-efficiency,"Cost, Sustainability and Operational Efficiency",finops,FinOps,skills/21-cost-sustainability-efficiency/finops/budget-forecasting/SKILL.md,87dacbc956692a7b6f5a300a8f8d5b6f5be4d53d2a1c962f7d9bae14e6dbc3fa
PLC-303,cost-optimization,Cost Optimization,21-cost-sustainability-efficiency,"Cost, Sustainability and Operational Efficiency",finops,FinOps,skills/21-cost-sustainability-efficiency/finops/cost-optimization/SKILL.md,3fad04d0cdefed4e668c0459932e578c07e5441595f03d90d25f27067b19a36f
PLC-304,carbon-footprint-measurement,Carbon Footprint Measurement,21-cost-sustainability-efficiency,"Cost, Sustainability and Operational Efficiency",sustainability,Sustainability,skills/21-cost-sustainability-efficiency/sustainability/carbon-footprint-measurement/SKILL.md,68a5e7c4b62d9e18cb3fbc4dd518170cf90a9f765d26f26f2a31b58f49262835
PLC-305,energy-efficiency-engineering,Energy Efficiency Engineering,21-cost-sustainability-efficiency,"Cost, Sustainability and Operational Efficiency",sustainability,Sustainability,skills/21-cost-sustainability-efficiency/sustainability/energy-efficiency-engineering/SKILL.md,cb030e7c2c64380d7eeb8585b1b5097c84ad24fcb5d594e05fbc923ec21ea1cd
PLC-306,sustainable-architecture,Sustainable Architecture,21-cost-sustainability-efficiency,"Cost, Sustainability and Operational Efficiency",sustainability,Sustainability,skills/21-cost-sustainability-efficiency/sustainability/sustainable-architecture/SKILL.md,179623a3ce804096049322fee11c2cc2f9b7648f6a49d7d805809c51695f1b08
PLC-307,sustainability-reporting,Sustainability Reporting,21-cost-sustainability-efficiency,"Cost, Sustainability and Operational Efficiency",sustainability,Sustainability,skills/21-cost-sustainability-efficiency/sustainability/sustainability-reporting/SKILL.md,ae23ca68b972f42f00dd949136a2d9f8985e167973a4288015248b8bafa9ac8d
PLC-308,legacy-assessment,Legacy Assessment,22-migration-deprecation-end-of-life,"Migration, Deprecation and End of Life",migration-modernization,Migration and Modernization,skills/22-migration-deprecation-end-of-life/migration-modernization/legacy-assessment/SKILL.md,d3544a5b88e1c4f808ef762e0bfaee2a79e5e4de682d6e633e44db5c7b8c5c04
PLC-309,migration-strategy,Migration Strategy,22-migration-deprecation-end-of-life,"Migration, Deprecation and End of Life",migration-modernization,Migration and Modernization,skills/22-migration-deprecation-end-of-life/migration-modernization/migration-strategy/SKILL.md,beb6e714d46f751daff9ef41eea213e4b2b82042e89a08d4e68ac33c8275081f
PLC-310,data-migration,Data Migration,22-migration-deprecation-end-of-life,"Migration, Deprecation and End of Life",migration-modernization,Migration and Modernization,skills/22-migration-deprecation-end-of-life/migration-modernization/data-migration/SKILL.md,634da5dbbd612b1f30b0ec2d8833094788dd612c6e9e25450803e1ee5319f4a2
PLC-311,migration-cutover-validation,Migration Cutover Validation,22-migration-deprecation-end-of-life,"Migration, Deprecation and End of Life",migration-modernization,Migration and Modernization,skills/22-migration-deprecation-end-of-life/migration-modernization/migration-cutover-validation/SKILL.md,11292ec314e2ad8c304fcf6a0e333a3f17f998576ddf1bb85ebba5b8bfce13bd
PLC-312,deprecation-policy,Deprecation Policy,22-migration-deprecation-end-of-life,"Migration, Deprecation and End of Life",deprecation-sunset,Deprecation and Sunset,skills/22-migration-deprecation-end-of-life/deprecation-sunset/deprecation-policy/SKILL.md,7bc7dff998a07a6db202ceb950af217583f203ec1edef29924308272ca3ee453
PLC-313,customer-transition,Customer Transition,22-migration-deprecation-end-of-life,"Migration, Deprecation and End of Life",deprecation-sunset,Deprecation and Sunset,skills/22-migration-deprecation-end-of-life/deprecation-sunset/customer-transition/SKILL.md,3203114b74fd0aa59661c3e893970e407347652775faaff356dea617ec84ba3b
PLC-314,archival-retention-and-closeout,Archival Retention and Closeout,22-migration-deprecation-end-of-life,"Migration, Deprecation and End of Life",deprecation-sunset,Deprecation and Sunset,skills/22-migration-deprecation-end-of-life/deprecation-sunset/archival-retention-and-closeout/SKILL.md,e88e7345d3b4fd4ed5c43553ade3dce231021a369ae143bd71f0315fbbb5e30e
PLC-315,service-decommissioning,Service Decommissioning,22-migration-deprecation-end-of-life,"Migration, Deprecation and End of Life",deprecation-sunset,Deprecation and Sunset,skills/22-migration-deprecation-end-of-life/deprecation-sunset/service-decommissioning/SKILL.md,0fceda2b1c0673d9733f56e3458ddfcac29cfd82d25a4023b717dadb89b2695d
